repository_path,bytes,sha256
research/prototypes/component-contracts-02/reports/schema-validation.json,338,693b925bff1fce882858f304f73a9cacab7667b73d3fc4c2a0197166bff9a718
research/prototypes/component-contracts-02/schemas/common.schema.json,16947,85bcee4f19de34fe6353dff3da7960201cad10a8ab5a5b2f9e8aa7f962e3cec4
research/prototypes/component-contracts-02/schemas/component-manifest.schema.json,4185,e10c58af0a8611c03ea2dfb92ca614ac323148841c5e2bf822a512fd7df9b26f
research/prototypes/component-contracts-02/schemas/executable-programming.schema.json,8171,71a43c5a8c79c6daa69e58df0ac51cdae49b3c6a292ffbf910304fc651c521e0
research/prototypes/component-contracts-02/schemas/relational-construction.schema.json,8645,6d6dc598d317e1589e6a93d5573503b18fd474a0c56e9ad359784c04fe33c5b5
research/prototypes/component-contracts-02/schemas/semantic-mathematics.schema.json,7989,428fa53a6c88545c49140654dc49d4396dbe7b7cfd228e7de4453c54c22d53c9
research/prototypes/component-contracts-02/schemas/source-argument.schema.json,10249,aae44b951123c5789452dc448240dfb601424e0e9f2f5714c18b0d194626ed77
research/prototypes/component-contracts-02/tests/contracts.test.mjs,3210,ddd085504b1c2d2865f836a1680b037084f5fafae6fe3d099ba047a0003e45dd
research/prototypes/component-contracts-02/validate_examples.py,2883,e2a43565d2bc7f883e37a96c33cca4fc6114220648366666b01a97e3415eca5d
research/prototypes/external-adapters-01/README.md,1490,1c637fb3ee9a96f23036a7a179a9f2ce04f009d2fc16db20ba7d43de57759c30
research/prototypes/external-adapters-01/fixtures/external-states.mjs,1561,0dc0efa738050d99be0153c3203a01e2b20eba07c5789f3c4db311c4f937f900
research/prototypes/external-adapters-01/package-lock.json,322,9050d6da3426543cba892eff80438a7445d72e31d0ec89291e65871d158b46f2
research/prototypes/external-adapters-01/package.json,251,abf4151ffdf8bdaf0a826eaf3f85169a691a87ea8be4f35436f67342b7280e68
research/prototypes/external-adapters-01/reports/boundary-tests.json,592,850eb702c53bd4b07aa86436b5654b84bdd0b0333a910dc8d03c0b16672e473e
research/prototypes/external-adapters-01/reports/package-metadata.json,710,6dff7593747a9b4af10b517e05ad53f7e19fbcaa1a90b549471cb3025deed650
research/prototypes/external-adapters-01/reports/runtime-status.json,906,180045e4e3d969d86e1dbf4c40b6a3fd92a7990da1f0eb2e03502c2df380b763
research/prototypes/external-adapters-01/reports/source-audit.json,2979,1336992e24c3d42ca9e25c1d395ad03245a4dd87b78f41c6a3ca5e036d100e6b
research/prototypes/external-adapters-01/src/cytoscape-boundary-adapter.mjs,1980,a4e62aab373106603da90e2b4ca8a42751e1d42d5192ac86594df92b7a512ef5
research/prototypes/external-adapters-01/src/mathlive-boundary-adapter.mjs,2046,94c63da12ad3a1fe6e3346c261c5ff2dd2baeac48d493e7429b1f45a34219ff9
research/prototypes/external-adapters-01/src/recogito-boundary-adapter.mjs,2606,e5ea1d61941d22bbcc33d069613ee93480389336167797e22730436dda230fd3
research/prototypes/external-adapters-01/tests/boundary.test.mjs,4027,472d85b96b1747dc334b338c414accab6ba799ae1b32254214a5694d3f0c5b84
research/pt-BR/contratos-componentes-v02-e-adapters-externos-01.md,10731,f0de579ea949d7d8a692750d51359ba76251a59f3d712c25e539586b0b7b7a1b
research/pt-BR/decisao-arquitetura-execucao-codigo-nao-confiavel-01.md,4386,755e0f7ceaf3a73a31e3bbd2d82ac115e0f0658c52cab3f2fa0db3c0e6751c4d
